DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 41.dwd
Config ID:,Sample 41.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Friday, January 03, 2025
Time:,14:11:52
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,0.257656,-0.466439,0.000185285,0.00224522
0.01,0.466047,-0.454232,0.00546047,0.00619071
0.02,0.258527,-0.466483,0.000174386,0.00223432
0.03,0.463867,-0.454102,0.00536237,0.00612531
0.04,0.255476,-0.46596,0.000141689,0.00222342
0.05,0.466919,-0.453753,0.00542777,0.00619071
0.06,0.258963,-0.465785,0.000196184,0.00227792
0.07,0.466483,-0.45275,0.00544957,0.00616891
0.08,0.256784,-0.466178,0.000152588,0.00222342
0.09,0.467355,-0.453491,0.00547137,0.00620161
0.1,0.256348,-0.465916,9.80922e-05,0.00220163
0.11,0.464739,-0.454145,0.00539507,0.00615801
0.12,0.257656,-0.46657,0.000196184,0.00227792
0.13,0.469099,-0.45336,0.00548227,0.00623431
0.14,0.255912,-0.466352,0.000108991,0.00220163
0.15,0.467791,-0.452706,0.00538417,0.00617981
0.16,0.255912,-0.466091,8.71931e-05,0.00223432
0.17,0.468663,-0.453186,0.00548227,0.00622341
0.18,0.255912,-0.466396,0.000108991,0.00222342
0.19,0.468227,-0.453055,0.00546047,0.00622341
0.2,0.25722,-0.466701,0.000152588,0.00223432
0.21,0.467355,-0.45336,0.00548227,0.00623431
0.22,0.25286,-0.466832,9.80922e-05,0.00216893
0.23,0.467791,-0.454363,0.00544957,0.0062452
0.24,0.255912,-0.466178,0.000152588,0.00224522
0.25,0.469971,-0.453884,0.00554766,0.0063106
0.26,0.252424,-0.466047,8.71931e-05,0.00219073
0.27,0.468227,-0.453753,0.00550406,0.00621251
0.28,0.253732,-0.466483,9.80922e-05,0.00221252
0.29,0.468227,-0.453884,0.00554766,0.0062561
0.3,0.253296,-0.467006,7.62939e-05,0.00217983
0.31,0.470407,-0.45432,0.00555856,0.0062997
0.32,0.255912,-0.467704,0.00013079,0.00221252
0.33,0.470407,-0.454494,0.00552586,0.0062561
0.34,0.251552,-0.467704,1.08991e-05,0.00211443
0.35,0.470407,-0.454363,0.00552586,0.0062452
0.36,0.25504,-0.467355,0.00011989,0.00221252
0.37,0.472151,-0.454363,0.00559126,0.0062997
0.38,0.251988,-0.467747,3.26974e-05,0.00219073
0.39,0.470843,-0.453796,0.00558036,0.0062779
0.4,0.251552,-0.467093,3.26974e-05,0.00217983
0.41,0.469971,-0.454232,0.00552586,0.0062452
0.42,0.251116,-0.469273,2.17983e-05,0.00210353
0.43,0.473022,-0.454232,0.00558036,0.0062997
0.44,0.253296,-0.466963,8.71931e-05,0.00219073
0.45,0.471715,-0.453971,0.00555856,0.0062452
0.46,0.250244,-0.467181,-3.26974e-05,0.00210353
0.47,0.471715,-0.454058,0.00553676,0.006267
0.48,0.25286,-0.467965,4.35965e-05,0.00217983
0.49,0.472151,-0.455191,0.00563485,0.0062888
0.5,0.251988,-0.46705,3.26974e-05,0.00212533
0.51,0.473894,-0.453753,0.00567845,0.0063106
0.52,0.251988,-0.466396,2.17983e-05,0.00212533
0.53,0.471715,-0.453884,0.00559126,0.0062561
0.54,0.249808,-0.467442,2.17983e-05,0.00209263
0.55,0.473894,-0.453317,0.00564575,0.0063106
0.56,0.251552,-0.466919,3.26974e-05,0.00211443
0.57,0.471715,-0.453753,0.00561305,0.0062561
0.58,0.249372,-0.466788,-5.44957e-05,0.00212533
0.59,0.474766,-0.453317,0.00566755,0.0063542
0.6,0.251552,-0.466875,-1.08991e-05,0.00212533
0.61,0.47433,-0.454232,0.00567845,0.0063542
0.62,0.249808,-0.467355,-1.08991e-05,0.00211443
0.63,0.475202,-0.454145,0.00572205,0.0063542
0.64,0.248064,-0.468009,-2.17983e-05,0.00209263
0.65,0.471279,-0.454886,0.00556946,0.0062888
0.66,0.2485,-0.467791,-3.26974e-05,0.00210353
0.67,0.477382,-0.45336,0.00568935,0.00641959
0.68,0.25068,-0.467137,-3.26974e-05,0.00216893
0.69,0.47433,-0.454058,0.00566755,0.0063542
0.7,0.248936,-0.467616,-8.71931e-05,0.00210353
0.71,0.475638,-0.453404,0.00568935,0.0063324
0.72,0.2485,-0.466963,-9.80922e-05,0.00209263
0.73,0.474766,-0.453884,0.00567845,0.0063542
0.74,0.249372,-0.467093,0,0.00209263
0.75,0.47869,-0.452924,0.00579834,0.00637599
0.76,0.24632,-0.467573,-4.35965e-05,0.00205994
0.77,0.475638,-0.453491,0.00571115,0.0063542
0.78,0.246756,-0.466352,-2.17983e-05,0.00207084
0.79,0.478254,-0.452794,0.00576564,0.00639779
0.8,0.247192,-0.468052,-9.80922e-05,0.00204904
0.81,0.477382,-0.454014,0.00578744,0.00636509
0.82,0.247628,-0.467922,-6.53948e-05,0.00202724
0.83,0.47869,-0.45384,0.00574384,0.00640869
0.84,0.244577,-0.467137,-0.000152588,0.00200544
0.85,0.478254,-0.453317,0.00577654,0.00644139
