DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 15.dwd
Config ID:,Sample 15.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Thursday, January 02, 2025
Time:,13:59:13
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,104.115,-0.592957,0.815746,-0.0657763
0.01,104.112,-0.592564,0.815561,-0.0657872
0.02,104.114,-0.592826,0.815724,-0.0657654
0.03,104.113,-0.593175,0.815626,-0.0657981
0.04,104.114,-0.59239,0.81568,-0.0657545
0.05,104.111,-0.593916,0.815571,-0.0657763
0.06,104.112,-0.593567,0.815691,-0.0657654
0.07,104.109,-0.592433,0.815604,-0.0657763
0.08,104.112,-0.592433,0.815702,-0.0657763
0.09,104.11,-0.593305,0.81555,-0.0657872
0.1,104.112,-0.593393,0.815724,-0.0657545
0.11,104.11,-0.594134,0.815539,-0.0657763
0.12,104.112,-0.592826,0.815713,-0.0657327
0.13,104.108,-0.592957,0.815561,-0.0657654
0.14,104.111,-0.591867,0.815724,-0.0657436
0.15,104.107,-0.591343,0.815593,-0.0657872
0.16,104.11,-0.593131,0.815669,-0.0657545
0.17,104.106,-0.591954,0.815539,-0.0657436
0.18,104.11,-0.592695,0.81568,-0.0657218
0.19,104.108,-0.593044,0.815539,-0.0657545
0.2,104.109,-0.592869,0.815691,-0.0657109
0.21,104.108,-0.59348,0.815539,-0.0657654
0.22,104.111,-0.593305,0.815713,-0.0657218
0.23,104.106,-0.592521,0.815495,-0.0657981
0.24,104.108,-0.593828,0.815691,-0.0657436
0.25,104.106,-0.594482,0.815539,-0.0657872
0.26,104.109,-0.593349,0.815648,-0.0657327
0.27,104.106,-0.594003,0.815539,-0.0657763
0.28,104.108,-0.593305,0.815669,-0.0657545
0.29,104.107,-0.593785,0.81555,-0.0657545
0.3,104.109,-0.593523,0.815691,-0.0657545
0.31,104.106,-0.591867,0.815506,-0.0657872
0.32,104.108,-0.592477,0.815713,-0.0657109
0.33,104.105,-0.593959,0.815506,-0.0657654
0.34,104.107,-0.59409,0.815659,-0.0657436
0.35,104.105,-0.594526,0.815506,-0.065809
0.36,104.106,-0.594177,0.815626,-0.0657436
0.37,104.104,-0.593262,0.815528,-0.0657763
0.38,104.106,-0.59239,0.815626,-0.0657218
0.39,104.104,-0.59348,0.815484,-0.0657763
0.4,104.105,-0.593349,0.815615,-0.0657218
0.41,104.102,-0.593741,0.815473,-0.0657763
0.42,104.105,-0.593349,0.815648,-0.0657436
