DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 4.dwd
Config ID:,Sample 4.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Wednesday, January 01, 2025
Time:,17:27:54
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,-0.0693185,-0.0037929,-0.00156948,-0.00132969
0.01,0.164359,0.00985282,0.00437055,0.00302996
0.02,-0.0697545,-0.00518799,-0.00149318,-0.00137329
0.03,0.163487,0.00928606,0.00434875,0.00301906
0.04,-0.0697545,-0.00414167,-0.00149318,-0.00134059
0.05,0.161743,0.0102016,0.00430516,0.00297546
0.06,-0.0693185,-0.00414167,-0.00151498,-0.00134059
0.07,0.162179,0.0108555,0.00429426,0.00295367
0.08,-0.0693185,-0.00331334,-0.00152588,-0.00132969
0.09,0.163051,0.0122506,0.00432696,0.00301906
0.1,-0.0675746,-0.00300816,-0.00150408,-0.0013079
0.11,0.161743,0.0105504,0.00429426,0.00298636
0.12,-0.0680106,-0.00409807,-0.00149318,-0.00137329
0.13,0.161307,0.010158,0.00426156,0.00298636
0.14,-0.0667027,-0.00231062,-0.00147138,-0.0013188
0.15,0.164359,0.0129046,0.00438145,0.00304086
0.16,-0.0658308,-0.00217983,-0.00143869,-0.0012752
0.17,0.161743,0.0102452,0.00430516,0.00293187
0.18,-0.0684466,-0.00300816,-0.00152588,-0.00140599
0.19,0.162179,0.0115531,0.00431606,0.00296456
0.2,-0.0645229,-0.00156948,-0.00141689,-0.0012752
0.21,0.162615,0.0108555,0.00431606,0.00299726
0.22,-0.0662667,-0.0025722,-0.00146048,-0.00135149
0.23,0.159563,0.010594,0.00429426,0.00293187
0.24,-0.0675746,-0.00270299,-0.00142779,-0.0013079
0.25,0.161743,0.0114659,0.00432696,0.00294277
0.26,-0.0675746,-0.00331334,-0.00143869,-0.00132969
0.27,0.159999,0.0107247,0.00428336,0.00291007
0.28,-0.0640869,-0.00279018,-0.00138419,-0.0012752
0.29,0.160435,0.010376,0.00428336,0.00294277
0.3,-0.0653948,-0.00344413,-0.00148228,-0.00132969
0.31,0.158255,0.0108119,0.00422886,0.00287737
0.32,-0.062779,-0.00231062,-0.00137329,-0.001297
0.33,0.161307,0.0109427,0.00428336,0.00294277
0.34,-0.0649588,-0.00296456,-0.00142779,-0.0012861
0.35,0.158691,0.0104196,0.00420707,0.00288827
0.36,-0.0645229,-0.00292097,-0.00141689,-0.0012861
0.37,0.157384,0.010376,0.00422886,0.00287737
0.38,-0.0653948,-0.00274658,-0.00144958,-0.0013079
0.39,0.159563,0.0105504,0.00425066,0.00287737
0.4,-0.062779,-0.0038365,-0.00135149,-0.0012534
0.41,0.159127,0.0113787,0.00425066,0.00293187
0.42,-0.0658308,-0.00388009,-0.00144958,-0.0013079
0.43,0.156076,0.00946045,0.00418527,0.00285557
0.44,-0.063215,-0.00414167,-0.00136239,-0.0012425
0.45,0.159127,0.00950405,0.00423976,0.00291007
0.46,-0.0640869,-0.00357492,-0.00135149,-0.0012098
0.47,0.156076,0.00932966,0.00416347,0.00287737
0.48,-0.062779,-0.0025722,-0.00139509,-0.0012425
0.49,0.156948,0.0111607,0.00422886,0.00287737
0.5,-0.0649588,-0.00287737,-0.00141689,-0.0012643
0.51,0.156076,0.0110299,0.00420707,0.00289917
