DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 46.dwd
Config ID:,Sample 46.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Friday, January 03, 2025
Time:,16:01:50
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,-0.0645229,-0.00823975,0.00859942,-0.0037602
0.01,-0.013079,-0.00422886,0.0100054,-0.00282288
0.02,-0.0671387,-0.0075858,0.00854492,-0.0037711
0.03,-0.012207,-0.00414167,0.00997271,-0.00275748
0.04,-0.0662667,-0.00784738,0.00854492,-0.0037275
0.05,-0.0113351,-0.0038365,0.0100708,-0.00274658
0.06,-0.0671387,-0.00828334,0.00852312,-0.0037711
0.07,-0.0104632,-0.00340053,0.0100817,-0.00271388
0.08,-0.0684466,-0.0075858,0.00850133,-0.0037929
0.09,-0.0100272,-0.00366211,0.0101144,-0.00271388
0.1,-0.0706264,-0.00911168,0.00847953,-0.00384739
0.11,-0.00915527,-0.00357492,0.0101362,-0.00269209
0.12,-0.0706264,-0.00845773,0.00845773,-0.0038256
0.13,-0.00741141,-0.00414167,0.0101689,-0.00270299
0.14,-0.0719343,-0.00802176,0.00841413,-0.00390189
0.15,-0.00741141,-0.00300816,0.0102125,-0.00265939
0.16,-0.0732422,-0.00793457,0.00843593,-0.00386919
0.17,-0.00653948,-0.00344413,0.0102016,-0.00262669
0.18,-0.0728062,-0.00815255,0.00837054,-0.00389099
0.19,-0.00566755,-0.00340053,0.0102016,-0.00260489
0.2,-0.0736782,-0.00802176,0.00839233,-0.00390189
0.21,-0.00435965,-0.00187465,0.0102343,-0.00262669
0.22,-0.0745501,-0.00745501,0.00832694,-0.00394549
0.23,-0.00348772,-0.00357492,0.0102452,-0.00261579
0.24,-0.074986,-0.00780378,0.00829424,-0.00396729
0.25,-0.00348772,-0.00326974,0.0102452,-0.00262669
0.26,-0.0762939,-0.00819615,0.00827244,-0.00395639
0.27,-0.00174386,-0.00440325,0.0103433,-0.0025395
0.28,-0.0771659,-0.00802176,0.00828334,-0.00398908
0.29,-0.00217983,-0.00322614,0.0103106,-0.0025722
0.3,-0.0789097,-0.00867571,0.00821795,-0.00401088
