DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 32.dwd
Config ID:,Sample 32.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Friday, January 03, 2025
Time:,10:26:37
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,0.0514439,-0.521022,-0.00534058,-0.00236511
0.01,0.316947,-0.504412,0.00155858,0.00260489
0.02,0.0527518,-0.520194,-0.00529698,-0.00236511
0.03,0.317819,-0.504063,0.00155858,0.00262669
0.04,0.0536237,-0.520891,-0.00525338,-0.00235421
0.05,0.317383,-0.506069,0.00152588,0.00259399
0.06,0.0531878,-0.522679,-0.00528608,-0.00236511
0.07,0.317383,-0.504674,0.00148228,0.0025831
0.08,0.0523158,-0.522069,-0.00527518,-0.00235421
0.09,0.316947,-0.504674,0.00151498,0.0025831
0.1,0.0527518,-0.520238,-0.00527518,-0.00231062
0.11,0.316511,-0.504848,0.00151498,0.0025722
0.12,0.0531878,-0.521633,-0.00522069,-0.00236511
0.13,0.316075,-0.505022,0.00151498,0.0025722
0.14,0.0527518,-0.521284,-0.00525338,-0.00235421
0.15,0.315639,-0.504892,0.00149318,0.0025722
0.16,0.0531878,-0.520412,-0.00523158,-0.00232152
0.17,0.316075,-0.50402,0.00150408,0.0025613
0.18,0.0544957,-0.520979,-0.00520979,-0.00235421
0.19,0.316075,-0.503802,0.00152588,0.00259399
0.2,0.0544957,-0.520499,-0.00524248,-0.00232152
0.21,0.316075,-0.504325,0.00154768,0.0025831
0.22,0.0544957,-0.521197,-0.00522069,-0.00232152
0.23,0.315203,-0.503758,0.00151498,0.0025722
0.24,0.0553676,-0.520412,-0.00522069,-0.00234331
0.25,0.316511,-0.503496,0.00148228,0.0025613
0.26,0.0553676,-0.520543,-0.00523158,-0.00231062
0.27,0.316075,-0.504979,0.00150408,0.0025395
0.28,0.0558036,-0.521633,-0.00515529,-0.00229972
0.29,0.315203,-0.503932,0.00152588,0.0025613
0.3,0.0566755,-0.520194,-0.00516619,-0.00228882
0.31,0.314767,-0.503758,0.00150408,0.0025286
0.32,0.0566755,-0.520848,-0.00518799,-0.00229972
0.33,0.315639,-0.502842,0.00149318,0.0025504
0.34,0.0579834,-0.520281,-0.00517709,-0.00227792
0.35,0.315203,-0.503453,0.00149318,0.0025177
0.36,0.0571115,-0.519453,-0.00516619,-0.00227792
0.37,0.314331,-0.50354,0.00149318,0.0025395
0.38,0.0579834,-0.518973,-0.00515529,-0.00225612
0.39,0.314767,-0.503671,0.00144958,0.0025286
0.4,0.0579834,-0.52002,-0.00517709,-0.00223432
0.41,0.315203,-0.502014,0.00143869,0.0025504
0.42,0.0588553,-0.518842,-0.00511169,-0.00224522
0.43,0.313895,-0.502189,0.00148228,0.0025286
0.44,0.0579834,-0.519278,-0.00511169,-0.00226702
0.45,0.313459,-0.503671,0.00149318,0.0025395
0.46,0.0584194,-0.519932,-0.005079,-0.00224522
0.47,0.312587,-0.504238,0.00146048,0.0025177
0.48,0.0579834,-0.520455,-0.0051008,-0.00227792
0.49,0.313023,-0.504761,0.00148228,0.0025286
0.5,0.0592913,-0.520063,-0.0050899,-0.00223432
0.51,0.312151,-0.503802,0.00148228,0.0025286
0.52,0.0592913,-0.519453,-0.0051008,-0.00224522
0.53,0.312151,-0.503278,0.00147138,0.0024959
0.54,0.0592913,-0.520238,-0.0050899,-0.00224522
0.55,0.312587,-0.503845,0.00144958,0.0024959
0.56,0.0597273,-0.520368,-0.0051008,-0.00224522
0.57,0.312587,-0.504325,0.00144958,0.00245231
0.58,0.0605992,-0.519366,-0.0050681,-0.00224522
0.59,0.312587,-0.503671,0.00141689,0.0025068
0.6,0.0614711,-0.51906,-0.0050899,-0.00220163
0.61,0.311715,-0.503802,0.00142779,0.0024959
0.62,0.0614711,-0.519627,-0.0050572,-0.00222342
0.63,0.312151,-0.50402,0.00146048,0.0024741
0.64,0.0601632,-0.519191,-0.005079,-0.00221252
0.65,0.311715,-0.502973,0.00139509,0.002485
0.66,0.0619071,-0.518842,-0.0051008,-0.00219073
0.67,0.311715,-0.503976,0.00139509,0.002485
0.68,0.0614711,-0.520499,-0.0050136,-0.00219073
0.69,0.311279,-0.505284,0.00142779,0.0024632
0.7,0.0614711,-0.520238,-0.0050245,-0.00220163
0.71,0.309971,-0.504761,0.00138419,0.0024632
0.72,0.0619071,-0.521589,-0.0050354,-0.00217983
0.73,0.311715,-0.504543,0.00139509,0.002485
0.74,0.063215,-0.520761,-0.0050463,-0.00219073
0.75,0.311715,-0.504412,0.00142779,0.00243051
0.76,0.063651,-0.519191,-0.0050136,-0.00219073
0.77,0.310407,-0.504194,0.00134059,0.00244141
0.78,0.063651,-0.520281,-0.0049809,-0.00219073
0.79,0.309971,-0.504761,0.00135149,0.00244141
0.8,0.063651,-0.52002,-0.0049809,-0.00217983
0.81,0.309971,-0.505458,0.00134059,0.00244141
0.82,0.0640869,-0.521109,-0.0050027,-0.00216893
0.83,0.309971,-0.50463,0.00136239,0.00241961
