DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 29.dwd
Config ID:,Sample 29.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Thursday, January 02, 2025
Time:,18:07:19
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,0.0998361,-0.620379,0.000773839,0.00153678
0.01,0.218855,-0.613491,0.00398908,0.0037275
0.02,0.101144,-0.620335,0.000817435,0.00152588
0.03,0.220598,-0.613098,0.00397818,0.0037929
0.04,0.10158,-0.619812,0.000806536,0.00155858
0.05,0.219291,-0.612008,0.00389099,0.0037275
0.06,0.0994001,-0.62051,0.000773839,0.00151498
0.07,0.217547,-0.612662,0.00386919,0.00370571
0.08,0.101144,-0.620771,0.000871931,0.00155858
0.09,0.218855,-0.613055,0.00394549,0.0037275
0.1,0.102016,-0.62112,0.000839233,0.00159127
0.11,0.218419,-0.613447,0.00396729,0.0037384
0.12,0.102888,-0.620815,0.000839233,0.00153678
0.13,0.217547,-0.612967,0.00389099,0.00369481
0.14,0.101144,-0.620466,0.000817435,0.00154768
0.15,0.217111,-0.612531,0.00391279,0.00370571
0.16,0.102452,-0.620379,0.000861032,0.00155858
0.17,0.217547,-0.613578,0.00389099,0.00371661
0.18,0.102016,-0.621512,0.000828334,0.00156948
0.19,0.217547,-0.613708,0.00386919,0.0037275
0.2,0.102016,-0.620902,0.00088283,0.00159127
0.21,0.218419,-0.614232,0.00394549,0.00370571
0.22,0.103324,-0.620728,0.000915527,0.00160217
0.23,0.218419,-0.612837,0.00394549,0.0037493
0.24,0.10376,-0.621382,0.000926426,0.00163487
0.25,0.217111,-0.613142,0.00391279,0.00371661
0.26,0.102452,-0.621164,0.000871931,0.00156948
0.27,0.216675,-0.613752,0.00386919,0.00367301
0.28,0.103324,-0.620815,0.000926426,0.00158037
0.29,0.216675,-0.613403,0.00389099,0.00368391
0.3,0.104196,-0.621425,0.000904628,0.00162397
0.31,0.215367,-0.61397,0.00389099,0.00366211
0.32,0.104196,-0.62112,0.00088283,0.00159127
0.33,0.215803,-0.613316,0.00392369,0.00366211
0.34,0.105068,-0.620204,0.000893729,0.00158037
0.35,0.216239,-0.613055,0.00388009,0.00371661
0.36,0.104196,-0.619681,0.000861032,0.00155858
0.37,0.214931,-0.612139,0.0038038,0.00365121
0.38,0.104196,-0.619856,0.000871931,0.00155858
0.39,0.214495,-0.614145,0.0038147,0.00364031
0.4,0.104632,-0.620946,0.000959124,0.00162397
0.41,0.214495,-0.613229,0.0038365,0.00365121
0.42,0.104196,-0.621599,0.000970023,0.00162397
0.43,0.213187,-0.614014,0.00384739,0.00366211
0.44,0.104632,-0.620815,0.000893729,0.00159127
0.45,0.213623,-0.612226,0.00385829,0.00365121
0.46,0.105504,-0.621076,0.000904628,0.00161307
0.47,0.214059,-0.613839,0.00385829,0.00368391
0.48,0.10376,-0.620335,0.000959124,0.00162397
0.49,0.211443,-0.613796,0.0038147,0.00362941
0.5,0.102888,-0.620684,0.000937326,0.00160217
0.51,0.212315,-0.613883,0.0037602,0.00362941
0.52,0.105504,-0.621817,0.000980922,0.00164577
0.53,0.214059,-0.614319,0.0038256,0.00359671
0.54,0.106812,-0.621382,0.000980922,0.00164577
0.55,0.212315,-0.613011,0.0038147,0.00362941
0.56,0.10594,-0.620074,0.000959124,0.00164577
0.57,0.212751,-0.613229,0.0037493,0.00365121
0.58,0.107683,-0.619638,0.00102452,0.00163487
0.59,0.212751,-0.61227,0.0037929,0.00365121
0.6,0.108555,-0.619899,0.00102452,0.00170027
0.61,0.215367,-0.612837,0.00384739,0.00364031
0.62,0.108119,-0.619681,0.000991821,0.00170027
0.63,0.214495,-0.613316,0.00384739,0.00365121
0.64,0.108119,-0.620074,0.000991821,0.00167847
0.65,0.214931,-0.613403,0.00384739,0.00365121
0.66,0.108119,-0.620422,0.00101362,0.00165667
0.67,0.212751,-0.613447,0.0038147,0.00366211
0.68,0.107683,-0.621599,0.00101362,0.00165667
0.69,0.211879,-0.613665,0.003782,0.00365121
0.7,0.107683,-0.62112,0.00104632,0.00170027
0.71,0.213187,-0.613491,0.0037602,0.00365121
0.72,0.108555,-0.620161,0.00104632,0.00173296
0.73,0.213187,-0.613534,0.0038038,0.00365121
0.74,0.109427,-0.620553,0.00105722,0.00174386
0.75,0.214059,-0.613752,0.0038256,0.00367301
0.76,0.111171,-0.619899,0.00105722,0.00173296
0.77,0.213623,-0.614886,0.0038256,0.00366211
0.78,0.110735,-0.620466,0.00107901,0.00174386
0.79,0.213623,-0.613839,0.003782,0.00367301
0.8,0.109863,-0.620902,0.00107901,0.00174386
0.81,0.211007,-0.615278,0.003782,0.00362941
0.82,0.109427,-0.620728,0.00108991,0.00173296
0.83,0.211879,-0.613796,0.003782,0.00362941
0.84,0.110299,-0.619594,0.00107901,0.00175476
0.85,0.212751,-0.613534,0.0038038,0.00361851
0.86,0.110735,-0.619114,0.00108991,0.00174386
