DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 44.dwd
Config ID:,Sample 44.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Friday, January 03, 2025
Time:,15:28:07
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,-0.172206,0.0364467,0.0110408,-0.0088719
0.01,-0.435093,0.0211007,0.00423976,-0.0137438
0.02,-0.172206,0.0384957,0.0110299,-0.0088174
0.03,-0.434658,0.022147,0.00427246,-0.0137656
0.04,-0.172642,0.0375802,0.0110299,-0.008861
0.05,-0.435093,0.0215367,0.00427246,-0.0137983
0.06,-0.170898,0.038147,0.0110081,-0.0088501
0.07,-0.434222,0.0217111,0.00430516,-0.0137765
0.08,-0.170898,0.0387573,0.011019,-0.0087956
0.09,-0.434222,0.0209699,0.00423976,-0.0137765
0.1,-0.172642,0.037711,0.0110735,-0.0088392
0.11,-0.435965,0.0214059,0.00417437,-0.0137983
0.12,-0.173078,0.0373622,0.0110953,-0.0088174
0.13,-0.437273,0.0211443,0.00415257,-0.0137983
0.14,-0.172642,0.0367955,0.0111062,-0.0088174
0.15,-0.435965,0.0204904,0.00430516,-0.0138419
0.16,-0.171334,0.0368391,0.01091,-0.0088283
0.17,-0.435529,0.0206648,0.00431606,-0.0137874
0.18,-0.17177,0.0383214,0.0110844,-0.0088501
0.19,-0.435093,0.0210571,0.00420707,-0.0138092
0.2,-0.171334,0.0382342,0.0110735,-0.0088283
0.21,-0.436837,0.0213623,0.00420707,-0.0138092
0.22,-0.173078,0.0378418,0.0111171,-0.0087956
0.23,-0.435093,0.0211007,0.00421797,-0.0137983
0.24,-0.170898,0.037929,0.0110299,-0.0088065
0.25,-0.434658,0.0215803,0.00433786,-0.0137547
0.26,-0.170027,0.0372314,0.0109972,-0.0088719
0.27,-0.435965,0.0218855,0.00426156,-0.0137983
0.28,-0.169591,0.0388445,0.0110299,-0.0088065
0.29,-0.435529,0.0221906,0.00425066,-0.0137656
0.3,-0.170027,0.0386701,0.0110953,-0.0088501
0.31,-0.436837,0.0207084,0.00425066,-0.0137983
0.32,-0.170027,0.0375802,0.0110953,-0.0088174
0.33,-0.436401,0.0222778,0.00420707,-0.0137983
0.34,-0.170898,0.0382778,0.0111171,-0.0088174
0.35,-0.435965,0.0217983,0.00422886,-0.0137874
0.36,-0.169155,0.0386265,0.0111389,-0.0087847
0.37,-0.435529,0.0228882,0.00428336,-0.0137983
0.38,-0.169591,0.0384957,0.0110626,-0.0087847
0.39,-0.435965,0.0220599,0.00426156,-0.013831
0.4,-0.168283,0.0388881,0.0111498,-0.0087847
0.41,-0.436401,0.0205776,0.00421797,-0.0138201
0.42,-0.168283,0.0375802,0.0111716,-0.0087956
0.43,-0.435965,0.020316,0.00419617,-0.0138092
0.44,-0.168719,0.0377546,0.0111716,-0.00875201
0.45,-0.435093,0.0207956,0.00425066,-0.0138092
0.46,-0.166975,0.0375802,0.0111716,-0.0087847
0.47,-0.437273,0.0201852,0.00426156,-0.0138092
0.48,-0.168719,0.0371443,0.011128,-0.0087956
0.49,-0.436837,0.0209263,0.00426156,-0.0137874
0.5,-0.167847,0.0383214,0.0111716,-0.0087629
0.51,-0.436837,0.0204904,0.00426156,-0.0137874
0.52,-0.167847,0.0359236,0.0111716,-0.0087738
0.53,-0.437273,0.020316,0.00423976,-0.0138092
0.54,-0.168719,0.0377546,0.0112152,-0.0087738
0.55,-0.436837,0.0213187,0.00426156,-0.0138201
0.56,-0.166975,0.0385829,0.0111716,-0.00875201
0.57,-0.436837,0.0213187,0.00421797,-0.0138201
0.58,-0.167847,0.0378418,0.0111934,-0.0087847
0.59,-0.438145,0.0209699,0.00422886,-0.0138419
