DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 28.dwd
Config ID:,Sample 28.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Thursday, January 02, 2025
Time:,17:47:55
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,0.401524,-0.286255,0.0183541,0.0125776
0.01,0.0784738,-0.305961,0.010158,0.00651768
0.02,0.402396,-0.286778,0.0184086,0.0126103
0.03,0.0793457,-0.306135,0.0102343,0.00656128
0.04,0.400216,-0.287563,0.0183868,0.0125776
0.05,0.0789097,-0.306658,0.0101689,0.00651768
0.06,0.403268,-0.286211,0.0184304,0.0126212
0.07,0.0802176,-0.306353,0.0102234,0.00656128
0.08,0.400652,-0.28717,0.0183759,0.0125776
0.09,0.0789097,-0.308053,0.0102016,0.00651768
0.1,0.402396,-0.287694,0.0183868,0.0125776
0.11,0.0810896,-0.306658,0.0102234,0.00655038
0.12,0.401088,-0.286778,0.0183868,0.0125776
0.13,0.0776018,-0.306789,0.0101689,0.00651768
0.14,0.40196,-0.286996,0.0184086,0.0125776
0.15,0.0802176,-0.307094,0.0102016,0.00652858
0.16,0.400652,-0.287345,0.0184195,0.0125667
0.17,0.0784738,-0.307617,0.0101471,0.00651768
0.18,0.401524,-0.287301,0.018365,0.0125667
0.19,0.0793457,-0.306789,0.0102125,0.00651768
0.2,0.39978,-0.286691,0.0183432,0.0125558
0.21,0.0771659,-0.306571,0.0101689,0.00651768
0.22,0.401088,-0.286778,0.018365,0.0125558
0.23,0.0802176,-0.306309,0.0102016,0.00655038
0.24,0.401088,-0.286473,0.0183868,0.0125449
0.25,0.0771659,-0.305873,0.0101798,0.00649588
0.26,0.401088,-0.286124,0.0184086,0.0125558
0.27,0.0793457,-0.305699,0.0101689,0.00657218
0.28,0.401524,-0.286168,0.0183868,0.0126103
0.29,0.0771659,-0.307225,0.010158,0.00652858
0.3,0.400652,-0.287388,0.0183541,0.0125667
0.31,0.0789097,-0.306091,0.0102343,0.00655038
0.32,0.398908,-0.287127,0.0183432,0.0125885
0.33,0.0771659,-0.306222,0.0101689,0.00648499
0.34,0.39978,-0.286473,0.0183323,0.0125558
0.35,0.0784738,-0.306179,0.0102125,0.00655038
0.36,0.399344,-0.285993,0.0183759,0.0125449
0.37,0.0762939,-0.305786,0.010158,0.00650678
0.38,0.39978,-0.286516,0.0183541,0.0125667
0.39,0.0797817,-0.305917,0.0101689,0.00655038
0.4,0.401088,-0.28656,0.0183868,0.0126103
0.41,0.0762939,-0.307268,0.0102016,0.00652858
0.42,0.398472,-0.287781,0.0183214,0.012534
0.43,0.0780378,-0.307225,0.0102125,0.00653948
0.44,0.402396,-0.284903,0.0183759,0.0125885
0.45,0.0789097,-0.305307,0.0102125,0.00658308
0.46,0.400216,-0.286124,0.0183868,0.0125885
0.47,0.0797817,-0.30535,0.0101907,0.00655038
0.48,0.400652,-0.285732,0.0184304,0.0125885
0.49,0.075858,-0.307356,0.0101689,0.00652858
0.5,0.39978,-0.286952,0.018365,0.0125776
0.51,0.0789097,-0.30535,0.0102125,0.00655038
0.52,0.40196,-0.286255,0.0183759,0.0126103
0.53,0.0789097,-0.305089,0.0102125,0.00657218
0.54,0.39978,-0.286342,0.0182996,0.0125558
0.55,0.0789097,-0.306832,0.0102016,0.00656128
0.56,0.400216,-0.286516,0.0183323,0.0125994
0.57,0.0780378,-0.306222,0.0102125,0.00657218
0.58,0.399344,-0.286211,0.0183432,0.0125885
0.59,0.0784738,-0.306048,0.0101907,0.00656128
0.6,0.401088,-0.28656,0.0183868,0.0126212
0.61,0.0771659,-0.305873,0.0101798,0.00650678
0.62,0.397164,-0.286691,0.0183214,0.0125231
0.63,0.0771659,-0.305612,0.0102125,0.00648499
0.64,0.401088,-0.285993,0.0183868,0.0125885
0.65,0.0784738,-0.306179,0.010267,0.00657218
0.66,0.398472,-0.286647,0.0182996,0.0125449
0.67,0.0762939,-0.30705,0.0101907,0.00653948
0.68,0.398472,-0.287519,0.0183323,0.0125558
0.69,0.0780378,-0.306963,0.0102125,0.00655038
0.7,0.398036,-0.28656,0.0183759,0.0125667
0.71,0.0780378,-0.306527,0.0102016,0.00658308
0.72,0.401088,-0.285819,0.0183759,0.0125994
0.73,0.0767299,-0.305655,0.010158,0.00649588
0.74,0.396729,-0.285906,0.018267,0.0125122
0.75,0.0762939,-0.306396,0.0101907,0.00650678
0.76,0.400216,-0.285993,0.0183759,0.0125776
0.77,0.0797817,-0.305961,0.0102234,0.00656128
0.78,0.398472,-0.286822,0.0183541,0.012534
0.79,0.0780378,-0.305743,0.0101689,0.00652858
0.8,0.398036,-0.285121,0.0183432,0.0125558
0.81,0.0784738,-0.30535,0.010158,0.00651768
0.82,0.398908,-0.286081,0.0183432,0.0125667
0.83,0.0793457,-0.305437,0.0102016,0.00655038
0.84,0.400652,-0.285688,0.0183759,0.0125994
0.85,0.0810896,-0.30692,0.0102561,0.00657218
0.86,0.3976,-0.286822,0.0183323,0.0125231
0.87,0.075858,-0.306571,0.0101471,0.00651768
0.88,0.398036,-0.28813,0.0183432,0.012534
0.89,0.0797817,-0.30644,0.0102125,0.00659398
0.9,0.398036,-0.286734,0.0183759,0.0125776
0.91,0.0776018,-0.306222,0.0101798,0.00653948
0.92,0.3976,-0.286865,0.0183432,0.0125667
0.93,0.0776018,-0.306658,0.0101689,0.00651768
0.94,0.396729,-0.286952,0.0183214,0.0125449
0.95,0.0780378,-0.305307,0.0102452,0.00652858
0.96,0.400652,-0.286037,0.0183759,0.0125776
0.97,0.0815255,-0.305612,0.0102997,0.00660488
