DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 25.dwd
Config ID:,Sample 25.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Thursday, January 02, 2025
Time:,17:01:32
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,-0.267683,-0.604335,0.00050136,-0.00205994
0.01,-0.272042,-0.606166,0.00025068,-0.00212533
0.02,-0.268119,-0.605425,0.000479562,-0.00205994
0.03,-0.270735,-0.605251,0.000174386,-0.00210353
0.04,-0.267683,-0.603987,0.000468663,-0.00204904
0.05,-0.272042,-0.604728,0.000207084,-0.00207084
0.06,-0.267683,-0.604466,0.000512259,-0.00208173
0.07,-0.272478,-0.606036,0.000196184,-0.00211443
0.08,-0.268119,-0.605382,0.000512259,-0.00202724
0.09,-0.272042,-0.6056,0.000217983,-0.00209263
0.1,-0.268119,-0.604771,0.000479562,-0.00201634
0.11,-0.272042,-0.605207,0.000163487,-0.00210353
0.12,-0.268555,-0.604597,0.000490461,-0.00203814
0.13,-0.272042,-0.605643,0.00025068,-0.00204904
0.14,-0.268991,-0.605164,0.000512259,-0.00201634
0.15,-0.271606,-0.605861,0.000239781,-0.00211443
0.16,-0.268119,-0.605207,0.000512259,-0.00202724
0.17,-0.27117,-0.606254,0.000207084,-0.00207084
0.18,-0.267683,-0.605033,0.00050136,-0.00202724
0.19,-0.272914,-0.607082,0.000174386,-0.00213623
0.2,-0.268555,-0.606036,0.000512259,-0.00198364
0.21,-0.272042,-0.606341,0.000196184,-0.00212533
0.22,-0.266811,-0.605469,0.00050136,-0.00201634
0.23,-0.271606,-0.605861,0.000217983,-0.00211443
0.24,-0.267247,-0.604946,0.000512259,-0.00199454
0.25,-0.271606,-0.606559,0.000261579,-0.00207084
0.26,-0.267683,-0.606297,0.000523158,-0.00203814
0.27,-0.272914,-0.606384,0.000217983,-0.00204904
0.28,-0.267247,-0.606079,0.000566755,-0.00201634
0.29,-0.272042,-0.607125,0.000207084,-0.00214713
0.3,-0.267683,-0.605425,0.000512259,-0.00202724
0.31,-0.271606,-0.606471,0.000196184,-0.00211443
0.32,-0.268119,-0.60621,0.000523158,-0.00204904
0.33,-0.272042,-0.60621,0.000239781,-0.00210353
0.34,-0.268991,-0.606471,0.000468663,-0.00204904
0.35,-0.272478,-0.605861,0.00025068,-0.00203814
0.36,-0.268991,-0.604858,0.000534058,-0.00201634
0.37,-0.272478,-0.605643,0.000196184,-0.00210353
0.38,-0.268991,-0.605774,0.000512259,-0.00202724
0.39,-0.272478,-0.606079,0.000228882,-0.00211443
0.4,-0.268555,-0.605338,0.00050136,-0.00200544
0.41,-0.272042,-0.605905,0.000185285,-0.00211443
0.42,-0.267683,-0.605687,0.000490461,-0.00200544
0.43,-0.272478,-0.606733,0.000228882,-0.00210353
0.44,-0.268991,-0.604989,0.000479562,-0.00202724
0.45,-0.27335,-0.606689,0.000217983,-0.00213623
0.46,-0.268991,-0.605992,0.000468663,-0.00202724
0.47,-0.272914,-0.606559,0.000185285,-0.00210353
0.48,-0.268555,-0.605687,0.000490461,-0.00207084
0.49,-0.272914,-0.607169,0.000174386,-0.00211443
0.5,-0.268555,-0.605338,0.000523158,-0.00200544
0.51,-0.272478,-0.606995,0.000196184,-0.00211443
0.52,-0.268555,-0.606384,0.00050136,-0.00203814
0.53,-0.272042,-0.606733,0.000163487,-0.00211443
0.54,-0.268555,-0.605251,0.00050136,-0.00198364
0.55,-0.27335,-0.607125,0.000228882,-0.00210353
0.56,-0.267683,-0.605818,0.000512259,-0.00201634
0.57,-0.271606,-0.606254,0.000217983,-0.00205994
0.58,-0.267247,-0.606254,0.000534058,-0.00199454
0.59,-0.271606,-0.606254,0.000207084,-0.00209263
0.6,-0.267683,-0.606166,0.000544957,-0.00202724
0.61,-0.272478,-0.606515,0.000228882,-0.00210353
0.62,-0.267247,-0.605338,0.000577654,-0.00198364
0.63,-0.272042,-0.606951,0.000185285,-0.00204904
0.64,-0.267683,-0.605905,0.000544957,-0.00198364
0.65,-0.272914,-0.605556,0.000217983,-0.00209263
0.66,-0.268119,-0.605251,0.000544957,-0.00201634
0.67,-0.272478,-0.6056,0.000217983,-0.00203814
0.68,-0.268555,-0.605643,0.000512259,-0.00198364
0.69,-0.27335,-0.604597,0.000185285,-0.00205994
0.7,-0.267683,-0.604728,0.000544957,-0.00200544
0.71,-0.272478,-0.604902,0.000185285,-0.00214713
0.72,-0.268991,-0.605076,0.000544957,-0.00199454
0.73,-0.272478,-0.605251,0.000185285,-0.00211443
0.74,-0.268555,-0.60403,0.00050136,-0.00203814
0.75,-0.272914,-0.605294,0.000185285,-0.00210353
0.76,-0.268119,-0.604902,0.000512259,-0.00199454
0.77,-0.272914,-0.606123,0.000217983,-0.00209263
0.78,-0.269427,-0.60512,0.000479562,-0.00201634
0.79,-0.27335,-0.606689,0.000185285,-0.00210353
0.8,-0.268555,-0.605469,0.000490461,-0.00198364
0.81,-0.272914,-0.60512,0.000239781,-0.00209263
0.82,-0.268119,-0.604858,0.000544957,-0.00199454
0.83,-0.27335,-0.606907,0.000163487,-0.00209263
0.84,-0.268555,-0.60512,0.000534058,-0.00199454
0.85,-0.272042,-0.606951,0.000207084,-0.00209263
0.86,-0.267683,-0.606036,0.000534058,-0.00200544
0.87,-0.272478,-0.607038,0.000185285,-0.00208173
0.88,-0.268555,-0.605818,0.000490461,-0.00200544
0.89,-0.273786,-0.606079,0.000163487,-0.00210353
0.9,-0.268119,-0.605512,0.000457764,-0.00199454
0.91,-0.272478,-0.605861,0.000174386,-0.00209263
0.92,-0.267247,-0.605512,0.000555856,-0.00198364
0.93,-0.271606,-0.60573,0.000141689,-0.00209263
0.94,-0.267247,-0.604815,0.000512259,-0.00200544
0.95,-0.27117,-0.606297,0.000217983,-0.00203814
0.96,-0.268555,-0.605469,0.00050136,-0.00204904
0.97,-0.272042,-0.604553,0.000217983,-0.00209263
0.98,-0.267247,-0.604379,0.000555856,-0.00200544
0.99,-0.272042,-0.605425,0.000272478,-0.00205994
1,-0.268119,-0.603899,0.000479562,-0.00202724
1.01,-0.27117,-0.605774,0.000217983,-0.00205994
1.02,-0.268119,-0.604597,0.000534058,-0.00198364
1.03,-0.27117,-0.605164,0.000228882,-0.00203814
1.04,-0.267683,-0.60451,0.000523158,-0.00197274
1.05,-0.272478,-0.605948,0.000174386,-0.00207084
1.06,-0.268555,-0.605033,0.00050136,-0.00199454
1.07,-0.272478,-0.605774,0.000207084,-0.00208173
1.08,-0.269863,-0.604728,0.000468663,-0.00201634
1.09,-0.271606,-0.605556,0.00025068,-0.00205994
1.1,-0.268555,-0.605338,0.000479562,-0.00198364
1.11,-0.27335,-0.606384,0.000239781,-0.00207084
1.12,-0.268991,-0.606036,0.000534058,-0.00200544
1.13,-0.27335,-0.606166,0.000196184,-0.00210353
1.14,-0.268991,-0.605469,0.000544957,-0.00200544
1.15,-0.272914,-0.607256,0.000217983,-0.00209263
1.16,-0.267683,-0.606036,0.000534058,-0.00200544
1.17,-0.272478,-0.6073,0.000217983,-0.00207084
1.18,-0.268991,-0.605338,0.000544957,-0.00199454
