DynoWare,Version 3.2.2.0
Path:,D:\Parn (paper ML Weld)\Post welding\
Filename:,Sample 2.dwd
Config ID:,Sample 2.cfg
Setup ID:,0
Manipulated:,0
Filename 1:, 
Filename 2:, 
Date:,Wednesday, January 01, 2025
Time:,16:58:04
Sampling rate [Hz]:,100
Measuring time [s]:,180
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,18001
Cycle interval:,0
Cycle No:,1
Time,Mz,Fz,Fy,Fx
s,N,kN,kN,kN
0,0.0688825,0.0237165,0.00348772,0.00171116
0.01,-0.0819615,0.0153024,-0.000457764,-0.00110081
0.02,0.0680106,0.0247192,0.00342233,0.00167847
0.03,-0.0810896,0.0154332,-0.000457764,-0.00102452
0.04,0.0684466,0.0265939,0.00343323,0.00172206
0.05,-0.0823975,0.0164359,-0.000468663,-0.00108991
0.06,0.0653948,0.0245884,0.00342233,0.00164577
0.07,-0.0802176,0.0155204,-0.000414167,-0.00105722
0.08,0.0662667,0.0245013,0.00342233,0.00167847
0.09,-0.0806536,0.0156512,-0.000435965,-0.00103542
0.1,0.0658308,0.0251988,0.00340053,0.00166757
0.11,-0.0797817,0.0153024,-0.000370571,-0.00102452
0.12,0.0653948,0.0249808,0.00341143,0.00167847
0.13,-0.0802176,0.0161307,-0.000348772,-0.00104632
0.14,0.0658308,0.025286,0.00337873,0.00167847
0.15,-0.0776018,0.0157819,-0.000403268,-0.00100272
0.16,0.0649588,0.025286,0.00337873,0.00163487
0.17,-0.0784738,0.0156948,-0.000435965,-0.00100272
0.18,0.0653948,0.02485,0.00340053,0.00163487
0.19,-0.0789097,0.0156076,-0.000403268,-0.00103542
0.2,0.063651,0.025068,0.00332424,0.00164577
0.21,-0.0762939,0.0156512,-0.000348772,-0.000980922
0.22,0.0645229,0.0243269,0.00334603,0.00165667
0.23,-0.0780378,0.0143869,-0.000348772,-0.00100272
0.24,0.063215,0.0249372,0.00331334,0.00164577
0.25,-0.0767299,0.0156076,-0.000305176,-0.00100272
0.26,0.062779,0.0259399,0.00332424,0.00161307
0.27,-0.0767299,0.0163051,-0.000326974,-0.000991821
0.28,0.062779,0.0249372,0.00340053,0.00164577
0.29,-0.074986,0.0152152,-0.000294277,-0.000948225
0.3,0.0619071,0.0246756,0.00330244,0.00164577
0.31,-0.074986,0.015128,-0.000337873,-0.000980922
0.32,0.062779,0.0244141,0.00330244,0.00160217
0.33,-0.074986,0.0150844,-0.000239781,-0.000937326
0.34,0.0623431,0.0240217,0.00328064,0.00161307
0.35,-0.0745501,0.0150844,-0.000305176,-0.000904628
0.36,0.0610352,0.0241525,0.00326974,0.00158037
0.37,-0.074986,0.0159999,-0.000283378,-0.000915527
0.38,0.0601632,0.0241089,0.00330244,0.00155858
0.39,-0.0736782,0.0151716,-0.000261579,-0.000915527
0.4,0.0605992,0.0238473,0.00332424,0.00162397
0.41,-0.0736782,0.0156076,-0.000239781,-0.000893729
0.42,0.0592913,0.024632,0.00322614,0.00158037
0.43,-0.0732422,0.0159127,-0.00025068,-0.000904628
0.44,0.0588553,0.0251116,0.00323704,0.00155858
0.45,-0.0741141,0.0164359,-0.000261579,-0.000904628
0.46,0.0592913,0.0247192,0.00321524,0.00154768
0.47,-0.0706264,0.0163051,-0.000207084,-0.000871931
0.48,0.0575474,0.0245449,0.00320435,0.00156948
0.49,-0.0732422,0.0164795,-0.000326974,-0.000915527
0.5,0.0566755,0.0249372,0.00321524,0.00155858
0.51,-0.0710624,0.0161743,-0.000185285,-0.000861032
0.52,0.0571115,0.0249808,0.00320435,0.00155858
0.53,-0.0719343,0.0165667,-0.000196184,-0.000893729
0.54,0.0562395,0.0255912,0.00317165,0.00152588
0.55,-0.0710624,0.0177874,-0.000174386,-0.00088283
0.56,0.0549316,0.02485,0.00309535,0.00149318
0.57,-0.0701904,0.0164359,-0.000196184,-0.000861032
0.58,0.0562395,0.0234549,0.00320435,0.00151498
0.59,-0.0710624,0.0154332,-0.000196184,-0.000850133
0.6,0.0544957,0.0235857,0.00314985,0.00146048
0.61,-0.0706264,0.0151716,-0.000185285,-0.000839233
0.62,0.0549316,0.022801,0.00308446,0.00150408
0.63,-0.0706264,0.0161743,-0.000207084,-0.000817435
0.64,0.0549316,0.023237,0.00313895,0.00148228
0.65,-0.0675746,0.0147792,-9.80922e-05,-0.000795637
0.66,0.0536237,0.0233677,0.00308446,0.00149318
0.67,-0.0701904,0.0160871,-0.000141689,-0.000817435
0.68,0.0536237,0.0235857,0.00305176,0.00144958
0.69,-0.0671387,0.0161743,-0.000108991,-0.000784738
0.7,0.0540597,0.0240217,0.00310625,0.00142779
0.71,-0.0671387,0.0155204,-6.53948e-05,-0.000773839
0.72,0.0540597,0.0244141,0.00310625,0.00150408
0.73,-0.0675746,0.0165667,-0.00011989,-0.000773839
0.74,0.0514439,0.0237165,0.00298636,0.00144958
0.75,-0.0680106,0.0167411,-7.62939e-05,-0.000762939
0.76,0.0518799,0.0241525,0.00309535,0.00147138
0.77,-0.0653948,0.0175694,-1.08991e-05,-0.000730242
0.78,0.0514439,0.0241525,0.00301906,0.00139509
0.79,-0.0667027,0.0169155,-9.80922e-05,-0.00075204
0.8,0.0514439,0.0251988,0.00305176,0.00141689
0.81,-0.0653948,0.0166539,-5.44957e-05,-0.000773839
0.82,0.051008,0.0250244,0.00299726,0.00141689
0.83,-0.0640869,0.0166103,-5.44957e-05,-0.000708444
0.84,0.0514439,0.0243269,0.00305176,0.00143869
0.85,-0.0649588,0.0170898,-2.17983e-05,-0.000730242
0.86,0.0497001,0.0241525,0.00297546,0.00138419
0.87,-0.0645229,0.0165231,-1.08991e-05,-0.000741141
0.88,0.050572,0.0238473,0.00298636,0.00140599
0.89,-0.063215,0.0154768,-3.26974e-05,-0.000708444
0.9,0.050136,0.0227574,0.00300816,0.00137329
0.91,-0.0623431,0.0160435,1.08991e-05,-0.000719343
0.92,0.0483922,0.0228446,0.00298636,0.00138419
0.93,-0.063651,0.0151716,-3.26974e-05,-0.000730242
0.94,0.0488281,0.0220163,0.00296456,0.00140599
0.95,-0.0614711,0.0154332,5.44957e-05,-0.000664847
0.96,0.0492641,0.0215803,0.00297546,0.00135149
0.97,-0.063651,0.0155204,5.44957e-05,-0.000730242
0.98,0.0470843,0.0226266,0.00295367,0.00134059
0.99,-0.0623431,0.0152588,5.44957e-05,-0.000675746
1,0.0470843,0.022365,0.00293187,0.00132969
1.01,-0.062779,0.0162615,6.53948e-05,-0.000686646
1.02,0.0470843,0.0230626,0.00296456,0.00135149
1.03,-0.0601632,0.0161743,7.62939e-05,-0.000653948
1.04,0.0462123,0.0226266,0.00294277,0.0013079
1.05,-0.0619071,0.0160435,8.71931e-05,-0.000708444
1.06,0.0470843,0.0229318,0.00291007,0.00135149
1.07,-0.0592913,0.0159127,0.000163487,-0.000653948
1.08,0.0457764,0.0228446,0.00286647,0.0013188
1.09,-0.0597273,0.0157819,7.62939e-05,-0.000664847
1.1,0.0462123,0.0224522,0.00288827,0.00132969
1.11,-0.0592913,0.0150844,0.000108991,-0.00063215
1.12,0.0444685,0.0222778,0.00293187,0.0012643
1.13,-0.0575474,0.0162179,0.000108991,-0.000653948
1.14,0.0457764,0.023237,0.00295367,0.0013079
1.15,-0.0575474,0.0166103,0.000163487,-0.000621251
1.16,0.0427246,0.0232806,0.00287737,0.0013188
1.17,-0.0579834,0.0159127,0.000163487,-0.000664847
1.18,0.0449044,0.0227138,0.00287737,0.0012752
1.19,-0.0562395,0.0164359,0.000196184,-0.000599452
1.2,0.0431606,0.0241525,0.00280108,0.0012643
1.21,-0.0571115,0.0163487,0.000174386,-0.000588553
1.22,0.0435965,0.0231934,0.00283378,0.0012534
1.23,-0.0575474,0.0165667,0.000185285,-0.000599452
1.24,0.0414167,0.0238037,0.00284467,0.0012207
1.25,-0.0566755,0.0166539,0.000185285,-0.000577654
1.26,0.0431606,0.0227574,0.00285557,0.0012643
1.27,-0.0566755,0.0157819,0.000163487,-0.000577654
1.28,0.0409807,0.0230626,0.00279018,0.0012316
1.29,-0.0566755,0.0159563,0.00025068,-0.000555856
1.3,0.0405448,0.0226266,0.00277928,0.0012207
1.31,-0.0562395,0.0164359,0.00025068,-0.000544957
1.32,0.0405448,0.0228446,0.00281198,0.0012098
1.33,-0.0540597,0.0159127,0.000294277,-0.000523158
1.34,0.0396729,0.0220599,0.00276838,0.0012425
1.35,-0.0562395,0.0166103,0.000174386,-0.000577654
1.36,0.0396729,0.0215803,0.00273568,0.0012534
1.37,-0.0536237,0.0164359,0.00025068,-0.00050136
1.38,0.0388009,0.0228882,0.00269209,0.0012207
1.39,-0.0549316,0.0163487,0.00025068,-0.000523158
1.4,0.0388009,0.022583,0.00272478,0.0012098
1.41,-0.0549316,0.0173078,0.000272478,-0.000512259
1.42,0.0366211,0.0226702,0.00261579,0.00117711
1.43,-0.0540597,0.0167411,0.000239781,-0.000523158
1.44,0.037493,0.0234985,0.00271388,0.00117711
1.45,-0.0523158,0.0167847,0.000305176,-0.00050136
1.46,0.0361851,0.0238909,0.00269209,0.00114441
1.47,-0.0536237,0.0171334,0.000239781,-0.000523158
1.48,0.037929,0.0228882,0.00269209,0.00115531
1.49,-0.0523158,0.0175258,0.000283378,-0.000512259
1.5,0.0361851,0.0228446,0.00265939,0.00111171
1.51,-0.0518799,0.0177874,0.000316075,-0.000468663
1.52,0.0366211,0.0221906,0.00264849,0.00113351
